PlayerName,PlayerId,Pos,Team,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Tony Fields II,2565971,LB,FA,,,,,,,,,,,,,,,,,,293,0.00
Jalan Gaines,2574560,LB,FA,,,,,,,,,,,,,,,,,,294,0.00
Dallas Gant,2573289,LB,FA,,,,,,,,,,,,,,,,,,295,0.00
David Gbenda,2574149,LB,FA,,,,,,,,,,,,,,,,,,296,0.00
Brandon George,2574245,LB,KC,,,,,,,,,,,,,,,,,,297,0.00
DaRon Gilbert,2573127,LB,FA,,,,,,,,,,,,,,,,,,298,0.00
Cam Gill,2565216,LB,FA,,,,,,,,,,,,,,,,,,299,0.00
Jalen Graham,2570311,LB,SF,,,,,,,,,,,,,,,,,,300,0.00
Antonio Grier Jr.,2573566,LB,FA,,,,,,,,,,,,,,,,,,301,0.00
Kylan Guidry,2574513,LB,FA,,,,,,,,,,,,,,,,,,302,0.00
Malik Hamm,2570392,LB,BAL,,,,,,,,,,,,,,,,,,303,0.00
Matt Harmon,2574347,LB,FA,,,,,,,,,,,,,,,,,,304,0.00
Devin Harper,2567499,LB,FA,,,,,,,,,,,,,,,,,,305,0.00
Jordan Hicks,2552315,LB,FA,,,,,,,,,,,,,,,,,,306,0.00
Justin Hollins,2562285,LB,FA,,,,,,,,,,,,,,,,,,307,0.00
Khaleke Hudson,2565279,LB,FA,,,,,,,,,,,,,,,,,,308,0.00
Adisa Isaac,2571826,LB,BAL,,,,,,,,,,,,,,,,,,309,0.00
Jared Ivey,2574562,LB,SEA,,,,,,,,,,,,,,,,,,310,0.00
D'Eryk Jackson,2574563,LB,FA,,,,,,,,,,,,,,,,,,311,0.00
Dequan Jackson,2571041,LB,FA,,,,,,,,,,,,,,,,,,312,0.00
Nick Jackson,2574588,LB,TB,,,,,,,,,,,,,,,,,,313,0.00
Curtis Jacobs,2572826,LB,FA,,,,,,,,,,,,,,,,,,314,0.00
Josey Jewell,2560763,LB,FA,,,,,,,,,,,,,,,,,,315,0.00
Caleb Johnson,2566743,LB,MIA,,,,,,,,,,,,,,,,,,316,0.00
Dyontae Johnson,2570581,LB,FA,,,,,,,,,,,,,,,,,,317,0.00
Jamon Johnson,2574133,LB,GB,,,,,,,,,,,,,,,,,,318,0.00
Matt Jones,2574299,LB,FA,,,,,,,,,,,,,,,,,,319,0.00
Vi Jones,2568249,LB,FA,,,,,,,,,,,,,,,,,,320,0.00
Ale Kaho,2574611,LB,WAS,,,,,,,,,,,,,,,,,,321,0.00
Mohamed Kamara,2572243,LB,TB,,,,,,,,,,,,,,,,,,322,0.00
Sam Kamara,2566746,LB,CLE,,,,,,,,,,,,,,,,,,323,0.00
Khalid Kareem,2563734,LB,ATL,,,,,,,,,,,,,,,,,,324,0.00
Eric Kendricks,2552312,LB,FA,,,,,,,,,,,,,,,,,,325,0.00
Nick Kubitz,2573912,LB,FA,,,,,,,,,,,,,,,,,,326,0.00
William Kwenkeu,2569414,LB,FA,,,,,,,,,,,,,,,,,,327,0.00
Isaiah Land,2570900,LB,DAL,,,,,,,,,,,,,,,,,,328,0.00
Blake Lynch,2564562,LB,FA,,,,,,,,,,,,,,,,,,329,0.00
Chandler Martin,2573943,LB,BAL,,,,,,,,,,,,,,,,,,330,0.00
Ochaun Mathis,2569987,LB,FA,,,,,,,,,,,,,,,,,,331,0.00
Kana'i Mauga,2568741,LB,FA,,,,,,,,,,,,,,,,,,332,0.00
Jalen McLeod,2574223,LB,JAX,,,,,,,,,,,,,,,,,,333,0.00
Kain Medrano,2574616,LB,WAS,,,,,,,,,,,,,,,,,,334,0.00
Marvin Moody,2573900,LB,FA,,,,,,,,,,,,,,,,,,335,0.00
Jeremiah Moon,2567292,LB,CAR,,,,,,,,,,,,,,,,,,336,0.00
Xander Mueller,2574667,LB,FA,,,,,,,,,,,,,,,,,,337,0.00
Jamil Muhammad,2574271,LB,LAR,,,,,,,,,,,,,,,,,,338,0.00
Gabriel Murphy,2573313,LB,MIN,,,,,,,,,,,,,,,,,,339,0.00
Grayson Murphy,2573274,LB,FA,,,,,,,,,,,,,,,,,,340,0.00
Mapalo Mwansa,2573994,LB,CAR,,,,,,,,,,,,,,,,,,341,0.00
Elias Neal,2573737,LB,LAR,,,,,,,,,,,,,,,,,,342,0.00
Tuasivi Nomura,2573995,LB,FA,,,,,,,,,,,,,,,,,,343,0.00
Patrick O'Connell,2571366,LB,SEA,,,,,,,,,,,,,,,,,,344,0.00
Amen Ogbongbemiga,2566499,LB,CHI,,,,,,,,,,,,,,,,,,345,0.00
BJ Ojulari,2570233,LB,ARI,,,,,,,,,,,,,,,,,,346,0.00
Ogbo Okoronkwo,2560829,LB,PHI,,,,,,,,,,,,,,,,,,347,0.00
Julian Okwara,2563947,LB,CLE,,,,,,,,,,,,,,,,,,348,0.00
Anfernee Orji,2571252,LB,TEN,,,,,,,,,,,,,,,,,,349,0.00
K.C. Ossai,2574177,LB,FA,,,,,,,,,,,,,,,,,,350,0.00
DeMarvion Overshown,2569705,LB,DAL,,,,,,,,,,,,,,,,,,351,0.00
Pooh Paul Jr.,2574274,LB,SEA,,,,,,,,,,,,,,,,,,352,0.00
Josh Pearcy,2574275,LB,FA,,,,,,,,,,,,,,,,,,353,0.00
Warren Peeples,2574595,LB,FA,,,,,,,,,,,,,,,,,,354,0.00
Ronnie Perkins,2566340,LB,FA,,,,,,,,,,,,,,,,,,355,0.00
Jacob Phillips,2563806,LB,IND,,,,,,,,,,,,,,,,,,356,0.00
Tyreem Powell,2574403,LB,FA,,,,,,,,,,,,,,,,,,357,0.00
Antwaun Powell-Ryland,2574472,LB,PHI,,,,,,,,,,,,,,,,,,358,0.00
Jose Ramirez,2570359,LB,FA,,,,,,,,,,,,,,,,,,359,0.00
Garmon Randolph,2574526,LB,LAC,,,,,,,,,,,,,,,,,,360,0.00
Otis Reese,2571485,LB,FA,,,,,,,,,,,,,,,,,,361,0.00
Winston Reid,2573031,LB,CLE,,,,,,,,,,,,,,,,,,362,0.00
Cam Riley,2574382,LB,FA,,,,,,,,,,,,,,,,,,363,0.00
Duke Riley,2557967,LB,FA,,,,,,,,,,,,,,,,,,364,0.00
Malcolm Rodriguez,2567562,LB,DET,,,,,,,,,,,,,,,,,,365,0.00
Josh Ross,2567307,LB,FA,,,,,,,,,,,,,,,,,,366,0.00
J.J. Russell,2569308,LB,ARI,,,,,,,,,,,,,,,,,,367,0.00
Drew Sanders,2569711,LB,DEN,,,,,,,,,,,,,,,,,,368,0.00
Nephi Sewell,2569107,LB,NO,,,,,,,,,,,,,,,,,,369,0.00
Jamie Sheriff,2573892,LB,SEA,,,,,,,,,,,,,,,,,,370,0.00
Isaiah Simmons,2564940,LB,FA,,,,,,,,,,,,,,,,,,371,0.00
Aaron Smith,2574449,LB,FA,,,,,,,,,,,,,,,,,,372,0.00
Elerson G. Smith,2566373,LB,FA,,,,,,,,,,,,,,,,,,373,0.00
Jaylon Smith,2555310,LB,FA,,,,,,,,,,,,,,,,,,374,0.00
Tyreke Smith,2568276,LB,KC,,,,,,,,,,,,,,,,,,375,0.00
Baylon Spector,2567337,LB,BUF,,,,,,,,,,,,,,,,,,376,0.00
Wesley Steiner,2574310,LB,FA,,,,,,,,,,,,,,,,,,377,0.00
Charlie Thomas,2570852,LB,FA,,,,,,,,,,,,,,,,,,378,0.00
Keir Thomas,2567856,LB,LAR,,,,,,,,,,,,,,,,,,379,0.00
Xavier Thomas,2572435,LB,ARI,,,,,,,,,,,,,,,,,,380,0.00
Channing Tindall,2567898,LB,ARI,,,,,,,,,,,,,,,,,,381,0.00
Maxwell Tooley,2573166,LB,FA,,,,,,,,,,,,,,,,,,382,0.00
Bralen Trice,2571817,LB,ATL,,,,,,,,,,,,,,,,,,383,0.00
Alphonzo Tuputala,2574661,LB,FA,,,,,,,,,,,,,,,,,,384,0.00
Ezekiel Turner,2561283,LB,DET,,,,,,,,,,,,,,,,,,385,0.00
Edefuan Ulofoshio,2571874,LB,CLE,,,,,,,,,,,,,,,,,,386,0.00
Joseph Vaughn,2574665,LB,FA,,,,,,,,,,,,,,,,,,387,0.00
Luiji Vilain,2569068,LB,FA,,,,,,,,,,,,,,,,,,388,0.00
Anthony Walker,2558851,LB,IND,,,,,,,,,,,,,,,,,,389,0.00
David Walker,2574600,LB,TB,,,,,,,,,,,,,,,,,,390,0.00
Jailin Walker,2574314,LB,FA,,,,,,,,,,,,,,,,,,391,0.00
Nathaniel Watson,2571958,LB,CLE,,,,,,,,,,,,,,,,,,392,0.00
J.J. Weaver,2574643,LB,FA,,,,,,,,,,,,,,,,,,393,0.00
Rashad Weaver,2566124,LB,FA,,,,,,,,,,,,,,,,,,394,0.00
Kristian Welch,2565348,LB,FA,,,,,,,,,,,,,,,,,,395,0.00
Julius Welschof,2572453,LB,PIT,,,,,,,,,,,,,,,,,,396,0.00
DaShaun White,2571792,LB,FA,,,,,,,,,,,,,,,,,,397,0.00
Benton Whitley,2569405,LB,FA,,,,,,,,,,,,,,,,,,398,0.00
Jacoby Windmon,2573521,LB,FA,,,,,,,,,,,,,,,,,,399,0.00
Hunter Wohler,2574206,LB,IND,,,,,,,,,,,,,,,,,,400,0.00
Julius Wood,2573070,LB,DAL,,,,,,,,,,,,,,,,,,401,0.00
Jackson Woodard,2574181,LB,HOU,,,,,,,,,,,,,,,,,,402,0.00
Chandler Wooten,2569194,LB,FA,,,,,,,,,,,,,,,,,,403,0.00
Craig Young,2573187,LB,FA,,,,,,,,,,,,,,,,,,404,0.00
